name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
Connon Bridge Landfill,GBR0000633,1.0,50.4353,-4.5487,waste,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Connon Bridge Landfill Gas Project,GBR0000727,5.2,50.4344,-4.55,waste,,,,GBR,United Kingdom,Combined Landfill Projects (CLP Envirogas),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.03,
Coolkeeragh,GBR1000075,408.0,55.0437,-7.2487,gas,,,,GBR,United Kingdom,Coolkeeragh ESB Ltd,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,4.505,,,,,,,,1893.14,4.505
Coolkeeragh OCGT,GBR1000076,53.0,55.0437,-7.2487,gas,,,,GBR,United Kingdom,Coolkeeragh ESB Ltd,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,1263.904,1199.935,,,,,,,,245.92,1199.935
Coombe Farm,GBR0002173,8.0,50.6582,-3.3934,solar,,,,GBR,United Kingdom,Renewable Energy Systems Ltd (RES),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.08,12.2,12.09,12.13,12.43,
Coombeshead Solar Farm,GBR0002331,8.0,50.386,-3.7664,solar,,,,GBR,United Kingdom,Green Hedge (BayWa r.e.),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.07,12.07,12.12,12.13,12.43,
Cooper House Farm,GBR0005321,5.0,53.7664,-2.8762,solar,,,,GBR,United Kingdom,Suncredit UK/ Vogt solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.25,7.55,7.64,7.65,7.74,
Copley Farm,GBR0001752,30.0,53.0222,-0.7353,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,41.86,42.4,43.14,43.37,43.91,
Corby,GBR1000077,401.0,52.5104,-0.6814,gas,,,,GBR,United Kingdom,Corby Power Ltd,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,1860.66,
Corby Knowe,GBR0004246,5.0,54.7902,-6.1778,wind,,,,GBR,United Kingdom,Gaelectric Developments/ CGN Europe Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.6,
Corkey,GBR0003103,5.0,55.0436,-6.2873,wind,,,,GBR,United Kingdom,B9 Energy Services Ltd/ ScottishPower Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.6,
Corkey Wind Farm Extension (Resubmission),GBR0003852,2.5,55.0445,-6.2797,wind,,,,GBR,United Kingdom,Northern Ireland Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Corntown Farm,GBR0005548,3.4,51.4796,-3.5305,solar,,,,GBR,United Kingdom,SBC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.08,4.97,4.99,5.0,4.99,
Cornwall ERC,GBR0000914,20.0,50.3725,-4.8894,waste,,,,GBR,United Kingdom,SUEZ,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,19.36,
Corriegarth,GBR0004664,69.0,57.1901,-4.3596,wind,,,,GBR,United Kingdom,Greencoat Capital,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,173.94,
Corriemoillie,GBR0004120,47.5,57.6687,-4.773,wind,,,,GBR,United Kingdom,EDF Energy Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,119.74,
Coryton,GBR1000211,800.0,51.5119,0.5079,gas,,,,GBR,United Kingdom,Intergen,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,3712.04,
Costessey Landfill Gas Project 2,GBR0000733,2.0,52.6514,1.194,waste,,,,GBR,United Kingdom,Combined Landfill Projects (CLP),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Cotesbach Landfill Gas Project,GBR0000527,2.3,52.4227,-1.2114,waste,,,,GBR,United Kingdom,LAFARGE REDLANDS AGGREGATES LTD,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.22,
Cotgrave,GBR0001843,4.9833,52.918,-1.05,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.28,7.58,7.62,7.64,7.71,
Coton Park Solar Farm,GBR0004767,2.7,52.7585,-1.5977,solar,,,,GBR,United Kingdom,Green Energy Networks,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.89,3.96,3.96,3.97,3.97,
Cottam,GBR1000142,2008.0,53.304,-0.7815,coal,,,,GBR,United Kingdom,EDF Energy,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,3050.13,
Cottam Development Centre,GBR1000493,395.0,53.3051,-0.7858,gas,,,,GBR,United Kingdom,Uniper UK Limited,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,1832.82,
Cotton Farm,GBR0003971,16.4,52.2615,-0.1952,wind,,,,GBR,United Kingdom,Greencoat UK Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,41.34,
Cottonmount Quarry,GBR0000684,3.2,54.682,-6.0171,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.09,
Cour Wind Farm,GBR0003772,20.5,55.6807,-5.4849,wind,,,,GBR,United Kingdom,Octopus Investments/Blue Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,51.67,
Coursers Farm AD Plant (Waste AD),GBR0000370,3.0,51.7267,-0.2575,biomass,,,,GBR,United Kingdom,Agrivert,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Court Colman solar park,GBR0001982,15.0,51.5227,-3.6187,solar,,,,GBR,United Kingdom,Suncredit UK/ Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.95,22.81,22.53,22.6,23.03,
Court Farm (Resubmission),GBR0005084,8.5,51.6011,-2.8787,solar,,,,GBR,United Kingdom,BE Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.48,12.25,12.44,12.47,12.51,
Courtstone Wind Turbine,GBR0002782,2.3,57.392,-2.261,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.79,
Coventry,GBR0000895,4.5,52.3962,-1.4915,waste,,,,GBR,United Kingdom,Coventry & Solihull WDC,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.35,
Cowdown Lane,GBR0001983,40.0,51.1961,-1.4601,solar,,,,GBR,United Kingdom,Equitix,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,56.98,56.94,56.42,56.52,58.57,
Cowes,GBR1000376,140.0,50.7469,-1.2862,gas,,,,GBR,United Kingdom,RWE Npower Plc,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,649.6,
Cowie Biomass Facility,GBR0000041,15.0,56.0769,-3.8639,biomass,,,,GBR,United Kingdom,Norbord,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Cradley Heath,GBR0004975,1.1,52.4686,-2.082,biomass,,,,GBR,United Kingdom,Intervate Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Craig Wind Farm,GBR0004524,10.0,55.1641,-3.069,wind,,,,GBR,United Kingdom,Craig Wind Farm Co,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,25.2,
Craig Wind Farm (Extension),GBR0004465,2.5,54.8685,-5.0871,wind,,,,GBR,United Kingdom,Temporis Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Craigahulliar Landfill Gas,GBR0000773,1.0,55.1965,-6.6106,waste,,,,GBR,United Kingdom,B9 Organic Energy and Craigahulliar Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Craigannet Farm Wind Turbine,GBR0006318,1.5,56.0455,-4.0685,wind,,,,GBR,United Kingdom,Clean Earth Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.78,
Craigengelt,GBR0002940,20.0,56.0543,-4.0497,wind,,,,GBR,United Kingdom,Scotia Wind Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,50.41,
Cranfield Airfield,GBR2001128,1.0,52.0672,-0.612,solar,,,,GBR,United Kingdom,Cranfield Univsersity,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.4,1.49,1.43,1.44,1.43,
Cranford,GBR0000757,1.1,52.3759,-0.6338,waste,,,,GBR,United Kingdom,SITA UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.06,
Cranham Golf Course Solar Park,GBR0002117,2.6,51.5587,0.2827,solar,,,,GBR,United Kingdom,Cranham Golf Course,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.77,3.74,3.76,3.77,3.81,
Crannaford Solar Farm,GBR0001984,12.5,50.7599,-3.4048,solar,,,,GBR,United Kingdom,MS Power Projects Ltd (Mr L Mark),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.8,19.08,19.08,18.84,19.56,
Crapnell Farm Solar Farm,GBR0001522,5.4,51.2091,-2.5784,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.17,8.07,8.03,8.06,8.27,
Creacombe Solar Farm,GBR2001127,7.3,50.3332,-3.9763,solar,,,,GBR,United Kingdom,Gnaton Farm,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.0,11.11,10.95,11.14,11.13,
Creathorne Farm  - Solar Farm,GBR0001614,1.8,50.7956,-4.5451,solar,,,,GBR,United Kingdom,Good Energy Generation,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.51,2.45,2.49,2.49,2.5,
Cregganconroe,GBR0004653,13.8,54.6226,-6.9791,wind,,,,GBR,United Kingdom,Gaelectric Developments/ CGN Europe Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,34.78,
Cressing Solar Farm (Phase 1),GBR0005497,5.0,51.8408,0.6011,solar,,,,GBR,United Kingdom,Octopus Investments,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.59,7.49,7.5,7.6,
Creswell Solar Park (resubmission),GBR0005224,5.0,53.2558,-1.2074,solar,,,,GBR,United Kingdom,Sovereign Energy Partners,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.12,7.63,7.53,7.55,7.67,
Creyke Beck,GBR2001173,49.9,53.7983,-0.421,storage,,,,GBR,United Kingdom,Statera Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Crighshane,GBR0004041,28.0,54.6399,-7.7526,wind,,,,GBR,United Kingdom,Energia Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,70.58,
Crimp,GBR0003458,2.43,50.9119,-4.4881,wind,,,,GBR,United Kingdom,Crimp Power Ltd (West Coast Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.12,
Crockagarran,GBR0004048,15.0,54.5502,-7.0168,wind,,,,GBR,United Kingdom,ESB,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,37.81,
Crockagarron Ext,GBR0003717,2.5,54.5516,-7.009,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Crockandun,GBR0004156,15.0,54.7395,-6.7719,wind,,,,GBR,United Kingdom,Brookfield Renewable Energy Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,37.81,
Crockbaravally Wind Farm,GBR0004255,7.5,54.553,-7.0477,wind,,,,GBR,United Kingdom,Golden Square Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,18.9,
Crockbrack,GBR0003713,2.0,54.6145,-6.9552,wind,,,,GBR,United Kingdom,Gaelectric Developments/ CGN Europe Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.04,
Crockdun,GBR0004320,12.5,54.5689,-7.0494,wind,,,,GBR,United Kingdom,ESB (Northern Wind Power),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,31.51,
Crockers Hele,GBR0001729,1.3,50.8423,-4.0951,solar,,,,GBR,United Kingdom,Mr Knapman,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.83,1.84,1.86,1.84,1.84,
Croda Chemicals Europe,GBR0002932,3.0,53.6823,-1.0072,wind,,,,GBR,United Kingdom,Croda Chemicals   Oak Road  Kingston-Upon-Hull,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,7.56,
Crook Hill (Revised Application - Calderdale MBC) 1 of 2,GBR0004354,13.6,53.6681,-2.1117,wind,,,,GBR,United Kingdom,Infrared Capital Partners,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,34.28,
Crook Hill (Revised Application - Rochdale MBC) 2 of 2,GBR0004659,23.8,53.6705,-2.1148,wind,,,,GBR,United Kingdom,Infrared Capital Partners,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,59.99,
Crookedstone,GBR0001523,4.83184,54.6707,-6.1985,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.86,8.0,7.9,8.02,8.11,
Cross Green ERF,GBR0000935,11.6,53.7882,-1.5036,waste,,,,GBR,United Kingdom,Veolia,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,11.23,
Cross Roads Plantation,GBR0002248,5.0,50.9069,-1.8404,solar,,,,GBR,United Kingdom,Good Energy Generation,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.55,7.55,7.46,7.48,7.75,
Crossness,GBR0002385,1.50371,51.508,0.1377,solar,,,,GBR,United Kingdom,Thames Water Utilities,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.14,2.17,2.13,2.14,2.16,
Crossness Sewage Works,GBR0006161,5.7,51.5022,0.1421,waste,,,,GBR,United Kingdom,Thames Water Utilities,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.52,
Crossness Sewage Works Turbine,GBR0003862,2.5,51.5022,0.1421,wind,,,,GBR,United Kingdom,Thames Water Utilities,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Crossways Solar Park,GBR0001567,4.997,50.7,-2.3243,solar,,,,GBR,United Kingdom,Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.85,7.64,7.64,7.74,
Crow Trees Farm,GBR0002165,4.8,53.1073,-1.2991,solar,,,,GBR,United Kingdom,Trina Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.46,7.93,7.95,7.95,8.04,
Crowmarsh Battle Farm (Farm AD),GBR0000386,2.3,51.611,-1.1033,biomass,,,,GBR,United Kingdom,Agrivert,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Crown Farm,GBR2001090,6.0,52.6637,-1.369,solar,,,,GBR,United Kingdom,Suncredit UK (Sunventures 7),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.56,8.92,9.01,8.83,9.14,
Croydon / Church Farm (Royston),GBR0001919,16.5,52.1285,-0.0797,solar,,,,GBR,United Kingdom,Push Energy/ NESF,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,25.12,24.62,24.6,24.67,25.22,
Cruach Mhor,GBR0003585,29.75,56.039,-5.1559,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,74.99,
Cruachan,GBR1000455,440.0,56.394,-5.115,hydro,,,,GBR,United Kingdom,Scottish Power: Hydro schemes - Cruachan,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,888.52,562.47,1367.17,748.54,759.73,
Cruachan,GBR2001140,440.0,56.4112,-5.1135,hydro,,,,GBR,United Kingdom,Scottish Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,888.52,562.47,1367.17,748.54,759.73,
Crucis Farm,GBR0002136,16.057,51.7241,-1.9132,solar,,,,GBR,United Kingdom,Solar Planning Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,24.38,24.0,24.33,24.4,24.58,
Crugmore Farm,GBR0005233,6.4,52.0918,-4.6206,solar,,,,GBR,United Kingdom,John Laing Environmental Assets (formerly RGE Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.52,9.65,9.42,9.44,9.74,
Crundale / Fenton Home Farm (extension),GBR0004830,5.9,51.8236,-4.9284,solar,,,,GBR,United Kingdom,Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.83,8.79,8.76,8.85,9.06,
Crystal Rig,GBR0003114,63.0,55.883,-2.5075,wind,,,,GBR,United Kingdom,Fred Olsen Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,158.82,
Crystal Rig 2,GBR0003440,138.0,55.8995,-2.5293,wind,,,,GBR,United Kingdom,Fred Olsen Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,347.89,
Crystal Rig 3,GBR0004215,13.8,55.9264,-2.5345,wind,,,,GBR,United Kingdom,Fred Olsen Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,34.78,
Crystal Rig Extension II,GBR0003536,20.7,55.9129,-2.5455,wind,,,,GBR,United Kingdom,Natural Power Consultants,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,52.18,
Cuaich,GBR0000471,2.5,56.9562,-4.211,hydro,,,,GBR,United Kingdom,Scottish and Southern Energy (SSE),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.16,6.44,8.9,6.98,6.96,
Cuckoo Grove Farm,GBR0002376,7.5,51.8099,-5.0074,solar,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.25,11.25,11.31,11.29,11.59,
Cuileig Hydro Scheme,GBR0000434,3.3,57.7633,-5.0392,hydro,,,,GBR,United Kingdom,Scottish Hydro-Electric plc,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.68,5.38,9.93,7.12,7.1,
Culligran,GBR1000379,17.0,57.346,-4.7627,hydro,,,,GBR,United Kingdom,Scottish and Southern: Hydro Schemes - Affric/Beauly,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,62.32,50.38,85.11,57.54,59.56,
Culligran Compensation Set,GBR1000380,2.1,57.346,-4.7627,hydro,,,,GBR,United Kingdom,Scottish and Southern: Hydro Schemes - Affric/Beauly,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,8.93,7.35,11.34,8.11,8.48,
Culmhead Solar Farm (Resubmission),GBR0001603,7.5,50.9261,-3.128,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.25,11.35,11.06,11.09,11.45,
